stt,post_id,caption,topic,reason
6303,7.58E+18,Qu· l‡ ng?t ng‡o ro‡i #HoahauHuongGiang #DuyKhanhZhouzhou #COLORKEYVN #COLORKEYLuminous #kinglive ,business_marketing,COLORKEYVN
6304,7.58E+18,Duy Kh·nh hÈ l?: ìM?t nÈt  tÌnh c·ch n‡yî s? gi˙p anh  tr? th‡nh ??i s? Colorkey? #bongtruyenthong #COLORKEYVN #COLORKEYLuminous #HoahauHuongGiang #DuyKhanhZhouzhou ,business_marketing,??i s?/Colorkey
6305,7.58E+18,Ng??i vÙ hÏnh #DuyKhanhZhouzhou #nguoivohinh #DisnepPNJ #aeonmallbinhduong #XH ,business_marketing,PNJ/Disney
6306,7.58E+18,bÈ di l?c v‡o ?‚y ‡ #duykhanhzhouzhou  #quocthien  #nhatreko?ile,entertainment_humor,#quocthien
6307,7.58E+18,H??ng Giang v‡ Duy Kh·nh chÌnh th?c tr? th‡nh ??i s? th??ng hi?u Colorkey VN  #balaocongtamchuyenshowbiz #HoahauHuongGiang #DuyKhanhZhouzhou #COLORKEYVN #COLORKEYLuminous ,business_marketing,??i s?/Colorkey
6308,7.45E+18,Tr·i cam ? ?‡ L?t cÛ v? gÏ taaa ?? #DuyKhanhZhouZhou #BuiCongNam #maylangthangdalat ,travel_tourism,?‡ L?t
6309,7.58E+18,"Qu· d? th??ng, ?Ùi b?n c?p 3 Duy Kh·nh - Cody Nam Vı g?p l?i ? show Mirinda #codynamvo #duykhanhzhouzhou #mirinda ",business_marketing,show Mirinda
6310,7.58E+18,Oiii thoiii ch?c H??ng Giang - Duy Kh·nh chÌnh th?c tr? th‡nh ??i s? Th??ng Hi?u Colorkey Vi?t Nam ??  #HuongGiang #DuyKhanhZhouZhou #colorkeyluminous #colorkeyrose #colorkeyvn ,business_marketing,th??ng hi?u Colorkey
6311,6.92E+18,Tuy?n t?p th? thÌnh con c· trÍ c?a B?ng?? #giaidieudj,entertainment_humor,th? thÌnh
6312,7.17E+18,Quay v? tr??ng ti?u h?c x?a ?Ûn em g·i ??,lifestyle_daily,tr??ng ti?u h?c
6313,7.52E+18,M? b?ng nh?y disco ?? #nganneee @Ng‚n Gi?m C‚n @Ng‚n Ng? Ng?n :)))) ,sports_fitness,gi?m c‚n
6314,7.58E+18,"C·c b?n ?„ s?n s‡ng ch?a?  Chu?n b? mua vÈ ??n v?i NgÙi Sao Duy Kh·nh n‡o FMT TP HCM ?Ûn sinh nh?t Kh·nh, Í h? qu‡, H‡ N?i ch? nhÈ #DuyKhanhZhouZhou #DuyKhanh ",entertainment_humor,mua vÈ/sinh nh?t
6315,7.53E+18,dc c·i 2 ch? em l˙c th??ng l˙c khÙng ?????#ngocthanhtam #duykhanhzhouzhou #duykhanh  #giadinhhaha #xh #xuhuong ,entertainment_humor,#giadinhhaha
6316,7.46E+18,#wechoiceawards2024  #chaubui #Leduongbaolam @LÍ D??ng B?o.L‚m ,news_commentary,#wechoiceawards
6317,7.52E+18,Hy v?ng tan ra hÚa c˘ng v?i nh?ng ti?ng m?a xÈ tan tr?i m‚yÖ ??? #EmXinhSayHi #EXSH #EmXinhChauBui #K?NR,music_dance,ca t?/b‡i h·t
6318,7.42E+18,"Phong c·ch, phong c·ch n‡y tr?m vÌa hÙngg ? ?? #chaubui #fyp #xuhuongtiktok #pfw #parisfashionweek #yohjiyamamoto ",beauty_fashion,parisfashionweek
6319,7.58E+18,Tr?m vÌa ??ng t·c n‡o c?ng l?ch ? ????  @Tuimi @Chi Pu   #Chaubui #Tuimi #Chipu  #GiaiNhan ,music_dance,??ng t·c
6320,7.58E+18,C˘ng ch?i trÚ ch?i n‡o ??  #ChauBui ,entertainment_humor,trÚ ch?i
6321,7.58E+18,LÍn ?? c? n‡y r?i khÙng bi?t c·c tÏnh iu ch?m nhiu ?i?m n?a ????  #OOTD #ChauBui  Dress: @PHAN HUY ,beauty_fashion,#OOTD
6322,7.58E+18,ThÙi k?Ö hÏnh ??p l‡ ???c ??  #ChauBui,beauty_fashion,hÏnh ??p
6323,7.58E+18,Nh? m?i ng??i cÙng t‚m ch?m ?i?m tay ngh? n‡y xem n‡o ??  #ChauBui,lifestyle_daily,ch?m ?i?m
6324,7.57E+18,"""V??n H?ng"" n‡y ???c bao nhiÍu ?i?m ?aa ???? @V?n Mai H??ng  #ChauBui #VanMaiHuong #VuonHong",music_dance,V??n H?ng
6325,7.57E+18,Sinh nh?t b?t ng? nh?ng ng??i b?t ng? khÙng ph?i l‡ tÙi ??  Ch‚u ?„ b??c v‡o tu?i 28 nh? th? n‡y ?‚y ???? YÍu l?mmm  #ChauBui,lifestyle_daily,sinh nh?t
6326,7.57E+18,28 tu?i 27 bÏa t?p chÌ ???? Ch˙c Ch‚u tu?i m?i r?c r?  #ChauBui,beauty_fashion,bÏa t?p chÌ
6327,7.57E+18,Cu?c g?p g? ??nh m?nh @L?p r·p camera qu?n 1 ?!  #ChauBui #PhungKhanhLinh,lifestyle_daily,cu?c g?p g?
6328,7.57E+18,Gi? tay n?u b?n c?ng ?ang tr?i nghi?m ch?ng n?ng d?ng serum hot hit g?n ?‚y!!  #SkinAqua #serumchongnangduongda #UVDuoSerum,beauty_fashion,ch?ng n?ng/serum
6329,7.57E+18,M?t trong nh?ng n?i s? l?n nh?t c?a mÏnhÖ C˘ng chia s? v?i Ch‚u ? Vlog m?i trÍn Bio nhÈ ??  #EmXinhSayHi #EmXinhChauBui #ChauBui ,lifestyle_daily,vlog/t‚m s?
6330,7.57E+18,"Xin phÈp vÈn n?a m‡n s? th?t v? team RUN, mu?n bi?t h?t ph?i lÍn vlog trÍn Bio xem ngay ??  #EmXinhSayHi #EmXinhChauBui #ChauBui",entertainment_humor,vÈn m‡n/vlog
6331,7.57E+18,?? nÛi v? 1 t? ?? miÍu t? c?m x˙c khi nhÏn l?i h‡nh trÏnh Em Xinh Say Hi: ?¡NG !!! ??  #EmXinhSayHi #EmXinhChauBui #ChauBui ,lifestyle_daily,h‡nh trÏnh
6332,7.57E+18,"Sau t?t c?, Ch‚u ?„ d‡nh th?i gian ?? nhÏn l?i t?ng kho?nh kh?c c?a c? h‡nh trÏnh Em Xinh Say Hi ?? CÛ nhi?u ?i?u ch?a ai bi?t, ch?a ai th?yÖ v‡ l?n n‡y mÏnh mu?n k? h?t cho m?i ng??i. ??t l?ch 10g s·ng mai trÍn Youtube ?? trÚ chuy?n c˘ng Ch‚u trong vlog m?i nhÈ ??  #ChauBui #EmXinhChauBui #EmXinhSayHi",lifestyle_daily,YouTube/vlog
6333,7.57E+18,TÙi nÛi anh ?Û!! ????? ??  @L?p r·p camera qu?n 1  #GoodDay #anhlathangtoi  #giuamotvannguoi  #PhungKhanhLinh #ChauBui ,music_dance,#GoodDay
6334,7.57E+18,Ai g?p mÏnh ngo‡i ???ng nh? say hi nhÈ ???  #ChauBui #Halloween2025 ,lifestyle_daily,Halloween
6335,7.57E+18,BÈ n‡o ch?a ngoan g?i ??a ch? cho cÙ Ch‚u ??n ?Ûn ????  #Halloween2025  #ChauBui  #Alien  #halloweencostume ,beauty_fashion,halloweencostume
6336,7.57E+18,"""Em vui l‡ ???c"" nh? @Binz ?????  Production: Chau Bui Team Visualize & photographed by Tung Chu Post producer: H?u Nguy?n Binz Team: SS Label  MUA & Hairstylist: . Binz: Team MUA LÍ Tri?u: Mk Ph??ng Ph??ng Hairstylist: ChÌ V?nh . Chau Bui: MUA: X? Quan LÍ Hairstylist: Quan LÍ  Rapunzel costume (Chau Bui): cumoi  Pascal costume (Binz): Tr?n Nh?t Du Photo assistant: Ho‡ng Nam, Ti?n Chu, Hu‚n  MUA & Hair assistant: Patrick Studio: Cua Rental house  #ChauBui #Binz #ChauBuixBinz #Halloween2025",beauty_fashion,Halloween/costume
6337,7.23E+18,'V? Tr? CÛ Anh' out now ???? #vutrucoanh #VTCA #phuongmychi #DTAP #PhaoNorthside,music_dance,out now
6338,7.58E+18,S?n ti?n nÛi luÙn th? l?c ??ng sau tui ??  #phuongmychi #BoschHomeVN #ChuanchatDuc ,business_marketing,BoschHomeVN
6339,7.58E+18,Ngo‡i c˙ tung g?y -100 ?i?m thÏ ph?n cÚn l?i m‡n trÏnh di?n c?ng vu˝p m‡ ph?i hÙng c? nh‡ ????  #phuongmychi ,music_dance,m‡n trÏnh di?n
6340,7.58E+18,Ph??ng M? Chi v‡ con chi?n m„ cÙ ?y ch?a ch?y bao gi? ?? #phuongmychi ,entertainment_humor,con chi?n m„
6341,7.58E+18,Th?t ??y ch?Ö. L?i thÍm 1 kho?nh kh?c v‡ng ?? #phuongmychi  ,lifestyle_daily,kho?nh kh?c
6342,7.57E+18,"Layout ìh?c trÚ ngoanî trong ?Ím di?n t?i qua, Tri ‚n Ng‡y nh‡ gi·o Vi?t Nam ??#phuongmychi  #goigam ",beauty_fashion,layout
6343,7.57E+18,?????? #phuongmychi ,other,#phuongmychi
6344,7.57E+18,Long time no see Korea ?? #phuongmychi ,travel_tourism,Korea
6345,7.57E+18,?Ùi c·nh c?a Chi hÙm ?y ???c nhu?m ?? b?i tÏnh yÍu c?a T? CÚ v‡ kh·n gi? ?? #phuongmychi,lifestyle_daily,kh·n gi?
6346,7.57E+18,"Nh? ??i thi h‡o V? Th?o My, Chi xin phÈp t?ng nh‡ mÏnh m?t b‡i th?Ö #phuongmychi",entertainment_humor,b‡i th?
6347,7.57E+18,Th?t ra ?‚y m?i l‡ kho?nh kh?c v‡ng t?i qua ch? ko ph?i ?o?n l‡m th? ??? #phuongmychi ,entertainment_humor,kho?nh kh?c v‡ng
6348,7.57E+18,PhiÍn b?n m?i n‡y c?a BÛng Ph˘ Hoa c? nh‡ th?y nh? th? n‡o ? ???? #phuongmychi ,music_dance,BÛng Ph˘ Hoa
6349,7.57E+18,"Em th?t t? h‡o v? ch? Mai Ph??ng! Ch? ?„ c? g?ng r?t nhi?u t? h·t, s·ng t·c v‡ t?p nh?y (nhi?u ??n m?c em ko cÚn phÚng t?p nh?y ?? t?p ??) v‡ em ngh? r?ng ?Ím qua l‡ 1 m? ??u r?c r? cho h‡nh trÏnh s?p t?i c?a ca s? Mai Ph??ng ?? Em tin v‡ em hi v?ng r?ng A Beautiful Mess s? nh? ch? nÛi, l‡ 1 c?u n?i gi˙p ch? v‡ kh·n gi? g?n nhau h?n thÙng qua ‚m nh?c ??",music_dance,‚m nh?c/ca s?
6350,7.57E+18,?ch m‡ bay nh? chim l‡ cÛ thi?t ??#phuongmychi,entertainment_humor,?ch bay
6351,7.57E+18,"#duet c˘ng @B?o Nhi 3,6?i?m Ho· #phuongmychi ",music_dance,#duet
6352,7.57E+18,Khi ??i nguyÍn so·i v‡ ??i b‡ng g?p nhau l‡ c? n‡y ?? #phuongmychi,entertainment_humor,vÌ von
6353,7.57E+18,?? ??i b‡ng b?o d? ??i nguyÍn so·i nha ?? @Ph??ng Ly Tr?n #phuongmychi ,entertainment_humor,?˘a vui
6354,7.57E+18,Tr? l?i @Ph??ng M? Chi tÌp t?t ???? #phuongmychi ,lifestyle_daily,tr? l?i
6355,7.57E+18,"Ng?i edit clip trong s? nh? nhung ?‡ L?t ?? th?c s? chuy?n ?i n‡y qu· nhi?u kho?nh kh?c ??p ?? nÍn Chi l‡m 2 ph?n l?n Ì! Xong 2 cu?c thi ai c?ng m?t l„, nÍn c˘ng ?c ?i ch?i ntn ch?c ch?n r?t l‡ h?nh ph˙c ?? #phuongmychi ",travel_tourism,?‡ L?t
6356,7.57E+18,Natra qu?y c?ng c?c mu?n x˙c 2 c?c b˙i t?i B?c Ninh t?i qua ?? #phuongmychi ,music_dance,qu?y
6357,7.57E+18,Qu?y c?ng c?c l˙c 11h ?? #phuongmychi ,music_dance,qu?y
6358,7.58E+18,"C? nh‡ nÛi sao phim n‡y Hai Th‡nh ?·ng s? d?, thui thÏ thÍm cho tui con beat ?? tui d? th??ng nh? n? chÌnh nhen TH? ?I 2026. M?i c? nh‡ M˘ng 1 t?t 2026 ra r?p nË!!!!! ",news_commentary,phim/ra r?p 2026
6359,7.58E+18,BTS th?c t? v‡ first look trailer chÌnh th?c #Th??i!! ,news_commentary,trailer/first look
6360,7.58E+18,V‡ ?‚y:  First Look Poster c?a TH? ?I - b? phim m?i nh?t c?a iem!!!!!!  M˘ng 1 t?t n?m 2026 ra r?p nha 500 anh em!!! M?i ng??i ?o·n xem n?m nay Ùng XÏn l‡m c·i gÏ? Hi hiÖÖ.  Share m?nh vÙ m?y b‡!!!! ??ng ?? chuy?n n‡y l?ng!!!!!!  XÍÖÖ.. and share!!!!!!!!! ????????????????????,news_commentary,poster/ra r?p
6361,7.56E+18,"M?t qu·n ?n khi?n kh·ch m?i ai c?ng ""m?t hÏnh t??ng"" kkk  #sieuthucthanhmua2   #tranthanh",food_drink,qu·n ?n
6362,7.56E+18,MÍ b‡i n‡y qu·! ,music_dance,mÍ b‡i
6363,7.56E+18,Ng‡y m?i bÏnh yÍn nhÈ!!! ??????,lifestyle_daily,lifestyle_daily
6364,7.56E+18,"C˘ng B? t? Qu‚n AP, Ph?m Anh Duy, Liu Grace v‡ L‚m B?o Ng?c kh·m ph· Ch·o LÚng NTMK siÍu ngon nhaaa ??  #sieuthucthanhmua2  22h t?i th? 6 h‡ng tu?n trÍn ytube #tranthanhtown  #tranthanh ",food_drink,ch·o lÚng
6365,7.56E+18,T?p n‡y s? l‡ m?t mÛn ?n d‚n gian...??  #sieuthucthanhmua2  #tranthanh ,food_drink,mÛn ?n
6366,7.56E+18,T?u tho·t!!! ,entertainment_humor,t?u h‡i
6367,7.56E+18,Nh?y khÛ l?m ?Û! ,music_dance,nh?y
6368,7.55E+18,"C?p ?Ùi 2 th? h? Anh ??c - Anh Ph?m, Qu?c Anh - Ti?u Vy tr?i nghi?m C?M T?M ¬M PH? H?U GIANG siÍu ??nhhh ??  #sieuthucthanhmua2 ??",food_drink,c?m t?m
6369,7.42E+18,rÏ viu m? Minh Tuy?t  #ChiDep#ChiDepDapGio#ChiDepDapGio2024,entertainment_humor,review/ChiDep
6370,7.38E+18,"Li?u Thy ngok cÛ v??t qua b‡i ki?m tra l?n n‡y th‡nh cÙng?  *FAKE SITUATION: C·c tÏnh ti?t trong phim ch? l‡ gi? ??nh, kh·n gi? vui lÚng khÙng th?c hi?n theo  * ?? th?c hi?n phim ng?n, MisThy team tr‚n th‡nh g?i l?i c?m ?n t?i ekip v‡ c·c brand ?„ h? tr? ??ng h‡nh c˘ng d? ·n. Xin ch‚n th‡nh c?m ?n: - ??o di?n: H‡ V? - Tr? l˝ ??o di?n: Long LÍ - ¬m thanh: Bin LÍ - Camera Man: Hu?nh Ng?c TrÌ, Nguy?n Anh Duy - Makeup: mi Tr?n - C?m ?n t‡i tr? trang ph?c t?: @dexus_brand  - ??c bi?t MisThy xin g?i l?i c?m ?n v‡ bi?t ?n s‚u s?c t?i NS?T CÙng Ninh, c·c b?n di?n viÍn: anh H‡ V?, Chi?n ??, Phi Linh, Nh? Th?o ?„ h? tr? v‡ gi˙p ?? em r?t nhi?u trong d? ·n n‡y - C?m ?n to‡n b? ekip t? Creatory Team, c·c b?n c?ng t·c viÍn ?„ gi˙p bu?i quay ho‡n th‡nh tr?n v?n <3",entertainment_humor,phim ng?n
6371,7.41E+18,?? khu?y ??ng s‡n di?n ch?a ?a,beauty_fashion,s‡n di?n
6372,7.58E+18,100 l?n nh? 1 ?? #Misthy #tiktokxuhuong #tiktokgiaitri ,entertainment_humor,#Misthy
6373,7.58E+18,@ViÍn Vibi tr?i ?i c ?i c qu· tr?i qu· ??c lun r ·aaaaa #Misthy #VienVibi ,entertainment_humor,#VienVibi
6374,7.58E+18,c‚u chuy?n lm tui b?i r?i nh?t trong l?ch s? lun · #Misthy ,lifestyle_daily,t‚m s?
6375,7.57E+18,"Makeup sang x?n m?n m‡ gi· m?m ki?u n‡y, s?ng 1 th·ng l‡ ?? ti?n book vÈ ?i du l?ch luÙn · ??? @Judydoll Vietnam  #judydoll #judydollvn #judydolSBD #bangtaokhoi #batsangjudydoll ",beauty_fashion,makeup/#judydoll
6376,7.57E+18,Trong xanh qu· @HYNEE Cao Thanh Huy?n ,lifestyle_daily,khen
6377,7.57E+18,@Ho‡ng Di?p Anh ch? snack n‡y n?m sau ch?a ch?c ?„ ?n h?t #Misthy ,food_drink,snack
6378,7.57E+18,@Ho‡ng Di?p Anh l˙c ?i h?t mÏnh l˙c v? h˙ h?n ?? #Misthy ,lifestyle_daily,h˙ h?n
6379,7.57E+18,mn khai s·ng cho tui z?iiiiii #Misthy #brotherhairestaurant ,food_drink,restaurant
6380,7.57E+18,tui ?c ngÙi sao h?ng Internation @ducphucofficial t?ng qu‡ t? t?n H‡n Qu?c!!!!!!!!,lifestyle_daily,t?ng qu‡
6381,7.57E+18,h‡ng boom n‡y ?·ng s? qu· a @quangtrungne,entertainment_humor,?·ng s?
6382,7.57E+18,e th?y mÏnh cÛ ti?m n?ng ?i review ?? ?n · a @Quang Trung #Misthy #QuangTrung,food_drink,review ?? ?n
6383,7.57E+18,c·c ce ??n ?ng h? fmt @mymyismeh c? n‡y nËeee #MyMy #Misthy,entertainment_humor,FMT
6384,7.57E+18,@minminmin0712 c th?y e thu?c b‡i nhanh hong nË #MIN #Misthy,entertainment_humor,#MIN
6385,7.57E+18,tui ?„ bit ?c ?i?m Ìu c?a c @Min Min #Misthy #MIN ,entertainment_humor,#MIN
6386,7.56E+18,l?y Superfest qu·aaaaaaa #Misthy,entertainment_humor,Superfest
6387,7.24E+18,T? S·ch ??c M? - Ph?n 1 | ?i?m tr??ng L‡ng Qu·| L?ng H? | H‡ Giang  #NuoiEm #HaGiang #LearnOnTikTok #DiSanVietNam #Tusachuocmo ,travel_tourism,H‡ Giang
6388,7.33E+18,N?u ?n cho em ??  #ThanhThoiLuotTet #HelloVietNam #ILoveVietNam #MocChau ,food_drink,n?u ?n
6389,7.31E+18,M?i ba?n c˘ng B?ng tham gia Cu?c thi Clip tr?c tuy?n I Love Viet Nam ?? lan t?a tÏnh yÍu ??t n??c v‡ gi?i thi?u v?i b?n bË qu?c t? v? Vi?t Nam l‡ ?i?m ??n du l?ch v‡ l‡ ??a ?i?m l˝ t??ng ?? quay nh?ng b? phim l?n.  #ClipILoveVietNam #HelloVietNam ,travel_tourism,I Love Viet Nam
6390,7.58E+18,SiÍu anh h˘ng l‡ cÛ th?t. H? ???c g?i xu?ng tr?n gian v?i vai trÚ l‡m... cha ??????? #GenshinXDuolingo #Durin #GenshinImpact #duolingovn #PhimNgan ,entertainment_humor,phim ng?n
6391,7.58E+18,?? ? chuy?n t‡u n‡y sao th? nh?? ,lifestyle_daily,chuy?n t‡u
6392,7.58E+18,Ch‡o ng‡y ??u tiÍn c?a th·ng 12 ?? ,lifestyle_daily,ch‡o th·ng 12
6393,7.58E+18,?? ???????? #KArt #VDEG ,other,#KArt
6394,7.58E+18,?????????? #VDEG #KArt  ,other,#VDEG
6395,7.57E+18,"M?ng ng‡y Nh‡ gi·o Vi?t Nam 20/11 ??.  Nh?ng b‡i gi?ng, nh?ng l?i ch? b?o, nh?ng ?i?u Th?y CÙ d?y ?„ tr? th‡nh h‡nh trang qu˝ gi· theo em trÍn su?t h‡nh trÏnh tr??ng th‡nh. Nh? Th?y CÙ, em khÙng ch? h?c ???c ki?n th?c, m‡ cÚn h?c c·ch s?ng, c·ch ??i nh‚n x? th? ?? tr? th‡nh m?t ng??i t? t? h?n m?i ng‡y. Em xin kÌnh ch˙c to‡n th? Qu˝ Th?y CÙ th?t nhi?u s?c kh?e, ni?m vui v‡ luÙn gi? v?ng ng?n l?a yÍu ngh? ?? ti?p t?c truy?n c?m h?ng cho c·c th? h? h?c trÚ sau n‡y??.  #TriAnThayCo #ChiaSeCungThayCo #ThienLong #ProudVietNam ",lifestyle_daily,20/11
6396,7.57E+18,"V?i con, B‡ l‡ c? th? gi?i ???? ",lifestyle_daily,gia ?Ïnh
6397,7.57E+18,L? k? ni?m 70 n?m tr??ng THPT Vi?t ??c ??  #VietDuc ,lifestyle_daily,k? ni?m tr??ng
6398,7.57E+18,#KhongMotMinh #01minh #CongUocHaNoi #NiemTinSo ,other,hashtag
6399,7.57E+18,???? ,other,emoji
6400,7.57E+18,?? ?? #TriAnThayCo #ChiaSeCungThayCo #ThienLong #ProudVietNam ,lifestyle_daily,TriAnThayCo
6401,7.57E+18,"C·c b?n H‡ T?nh th‚n th??ng?? LÍ B?ng r?t c?m ??ng v? s? ch‡o ?Ûn v‡ yÍu m?n c?a c·c b?n h?c sinh d‡nh cho mÏnh?? Ngay khi nh?n ???c l?i m?i tham d? ch??ng trÏnh Tr??ng h?c khÙng ma tu˝ 2025 do B? CÙng an ph?i h?p B? Gi·o d?c v‡ ?‡o t?o v‡ ?‡i Truy?n hÏnh Vi?t Nam, B?ng ?„ nh?n th?y ?‚y l‡ ch??ng trÏnh r?t ˝ ngh?a d‡nh cho h?c sinh c? n??c nh?m trang b? c·c ki?n th?c phÚng ch?ng ma tu˝ ngay t? trÍn gh? nh‡ tr??ng cho c·c em v‡ t? ?Û gi˙p c·c em nÍu cao ˝ th?c c?nh gi·c phÚng ng?a ma tu˝ ???? KhÙng ch? l‡ cu?c thi ??n thu?n, c·c em ?„ mang ??n nh?ng ti?t m?c ?n t??ng v‡ g‚y b?t ng? cho h‡ng tr?m kh·n gi? ?? Ch˙ng ta h„y c˘ng lan to? thÙng ?i?p: ìnÛi KhÙng v?i ma tu˝î nhÈ. G?i c·c b?n kho?nh kh?c ?·ng nh? t?i  THPT C?m BÏnh, THPT LÍ Qu?ng ChÌ, THPT Nguy?n Hu?, THPT LÍ Qu˝ ?Ùn, THPT LÍ H?u Tr·c v‡ THPT H??ng KhÍ. #Truonghockhongmatuy2025 #BoCongAn #VTV ",news_commentary,BoCongAn/VTV
6402,7.56E+18,H‡nh trÏnh ??p khÙng quÍn trong ??i  ???? #CoAnhNoiAyBinhYen #VTV #VFC#CapCut ,entertainment_humor,#VTV #VFC
6403,7.56E+18,"??? C˘ng tham gia chi?n d?ch: "" Ch?ng l?a ??o tr?c tuy?n""  n?m 2025 #LuaDaoTrucTuyen #AnTamVuiSam ",news_commentary,ch?ng l?a ??o
6404,7.56E+18," CÛ anh, n?i ?y bÏnh yÍn ?„ ??n t?p cu?i c˘ng r?i ?? #VTV #VFC @LÍ Ho‡ng Long ( B˙n ) @Link Di?u  @Di?n viÍn Huy TÌt ",entertainment_humor,phim/t?p cu?i
6405,7.56E+18,"G?i ng‡n ?o· hoa ??n nh?ng bÙng hoa xinh ??p?? ch˙c c·c B‡, c·c M? v‡ ch? em m„i luÙn xinh ??p to? s·ng? #NgayCuaMe #womenday ",lifestyle_daily,#NgayCuaMe
6406,7.56E+18,??  #LANBENA  #chamsocda  #Lanbenamatnamat  #giamtham  #skincare,beauty_fashion,skincare/#LANBENA
6407,7.56E+18,?? Cu?c g?p g? ??p nh?t th? gian l‡ g?p phiÍn b?n t?t h?n c?a chÌnh mÏnh. C˘ng Olivoila ??p h?n m?i ng‡y!  #Olivoil‡ #??ph?nm?ing‡y ,lifestyle_daily,??p h?n m?i ng‡y
6408,7.56E+18,H?c v‡ l‡m theo l?i B·c  #LuaDaoTrucTuyen #ChamMaChac #AnTamVuiSam ,news_commentary,LuaDaoTrucTuyen
6409,7.55E+18,Hi?u l?m thÙi m‡.... #DuyKhanh #????  #TayAnhGiuMotViSao #LeeKwangSoo ,entertainment_humor,Hi?u l?m/meme
6410,7.39E+18,"K? ho?ch ""5 n?m n?a c??i"" ??n nay v?n ch?a th?c hi?n ???c. Hic ?? @Miu LÍ ?i, xin l?i bÈ nha ! #DuyKhanh #????  #MiuLe #BFF ",lifestyle_daily,t‚m s?/bff
6411,7.44E+18,H‡ N?i ch‡o ?Ûn bÈ Thu nhi?t tÏnh qu·. Th??ng th??ng... #DuyKhanh #????  #HaNoi ,travel_tourism,#HaNoi
6412,7.58E+18,"1000 CU?C G?I NH? T? FAN VÃ DUY KH¡NH ìB?Nî TR? V? TU?I TH? VUI MMM  CŸNG MIRINDA X¡ X? ?? ?? Mirinda X· X? ngon mmmÍ ly, u?ng v‡o l‡ Duy Kh·nh nh? ???c ìdu h‡nhî v? th?i ìs?u nhiî t?m 5 t?m 7 ? c?n tin tr??ng. Fan n‡o mu?n g?p tui thÏÖ u?ng Mirinda X· X? r?i quay v? tu?i th? vui mmmÍ c˘ng Kh·nh nhen! ?? #DuyKhanh #???? #Mirinda #XaXi #NgonMe",business_marketing,Mirinda/#XaXi
6413,7.58E+18,C?m gi·c nÛ ?„aaaaaaa... #DuyKhanh #????  #MuaSaMac ,music_dance,#MuaSaMac
6414,7.58E+18,Vu˝pppppp ?? #DuyKhanh #????  #xhhhhhhhh ,entertainment_humor,vu˝p/tease
6415,7.58E+18,Thank you for making some noise with me tonight. ?????? Love you guys~~~  ???? ------ FOCUS CAM - DUY KH¡NH #DuyKhanh #???? ,music_dance,focus cam/stage
6416,7.58E+18,"Ch˙c m?ng GIA ?ÃNH HAHA ?o?t gi?i ""Hi?n T??ng S? C?a N?m"" ?? #DuyKhanh #????  #GiaDinhHaha #vietnamicontentawards2025 ",news_commentary,?o?t gi?i/awards
6417,7.58E+18,M?i th? khÙng cÚn ho· ?iÍng v?i bÈ D‚u vÏ ?„ cÛ ?u ?„i ??t vÈ m·y bay trÍn App ng‚n h‡ng v‡ VNPAY rÚi nhaaa!!!  #DuyKhanh #????  #VNPAY ,business_marketing,?u ?„i/VNPAY
6418,7.58E+18,L‡ sao z?y ? @Miu LÍ  #duykhanh #miule ,entertainment_humor,trÍu/@MiuLÍ
6419,7.58E+18,Xem full MV M?A SA M?C - Ballad Ver. trÍn YT Duy Kh·nh Official ?. #DuyKhanh #????  #MiuLe #MuaSaMac ,music_dance,full MV/M?a Sa M?c
6420,7.58E+18,Still not over how cute everything was at the MINISO Zootopia pop-up event ???  #DuyKhanh #???? #miniso#zootopia #minitopiaVN  @Miniso Vietnam Official ,lifestyle_daily,event/pop-up
6421,7.58E+18,"K?, nh?m m?t yÍu luÙn!!! @Quoc Thien  ",lifestyle_daily,t‚m s?
6422,7.57E+18,L?n ??u l‡m chuy?n ?y t?i Seoul... #DuyKhanh #????  #MeetandHug #Korea ,travel_tourism,Seoul/#Korea
6423,7.57E+18,Thankew from the bottom of my heart... for being here and sharing this special moment together with me in Korea?????? #DuyKhanh #????  #Seoul #Korea ,travel_tourism,Seoul/Korea
6424,7.57E+18,C? tÏnh t·i hi?n l?i hoy... ch? h?ng ph?i ham ?n gÏ nha. ?? #DuyKhanh #???? ,entertainment_humor,t·i hi?n/?˘a
6425,7.57E+18,1st live stage _ M?A SA M?C - Duy Kh·nh -  #DuyKhanh #???? #MuaSaMac ,music_dance,live stage
6426,7.57E+18,Eyy~yoooo!!! THÃ SAO??? #DuyKhanh #????  #Rhymastic #YC #ThiSao ,music_dance,b‡i h·t/#ThiSao
6427,7.57E+18,??p qu·aaaa.... #DuyKhanh #????  @Shopee Vi?t Nam ,business_marketing,Shopee/brand
6428,7.57E+18,"Th?y b?a gi? m?i ng??i mÍ m?n @Florasis Hoa T‚y T?, nay tr?i nghi?m th? xem sao... hÌ hÌ #DuyKhanh  #HoaTayTu #Florasis #FlorasisHoaTayTu #HoaTayTuCushion ",beauty_fashion,cushion/Florasis
6429,7.57E+18,TH‘NG - C?M ?n m?i ng??i ... #DuyKhanh #????  #JunPham #Halloween ,entertainment_humor,Halloween
